lClass,facilName,majorSeq,mClass,totalCount
사회계열,"경제세무학과,금융・세무학과,세무・회계학과,세무경영학과,세무금융전공,세무학과,세무학전공,세무회계금융학과,세무회계학전공",286,세무학과,304
사회계열,"경영학부(세무회계학전공),빅데이터자산관리학과,세무・회계・금융학과,세무회계전공,세무회계학과,스마트자산경영학과,자산관리학부,재무·회계·세무학과,회계・세무학과,회계세무부동산학과,회계세무전공,회계세무학과,회계세무학부,회계세무학전공,회계재무학전공",10154,세무회계학과,304
공학계열,"건축소방행정학과,경찰소방학부(소방학전공),설비·소방공학과,소방.전기융합학과,소방ㆍ안전학부,소방공학과,소방방재공학과,소방방재공학전공,소방방재드론학과,소방방재안전학과,소방방재안전학부,소방방재융합학과,소방방재전공,소방방재학과,소방방재학부,소방방재환경전공,소방안전공학과,소방안전관리학과,소방안전방재학과,소방안전학부 소방안전전공,소방안전학부 인명구조전공,스마트융합공학부 소방방재전공,신산업융합학부(소방에너지시스템전공),안전공학부 소방방재학전공,안전소방학부,전기소방안전학과",10015,소방방재학과,304
공학계열,"AI소프트웨어융합학부,IoT소프트웨어전공,IT소프트웨어공학과,IT소프트웨어학과,SW안전보안전공,글로벌소프트웨어학과,미디어SW,사물인터넷학과,소프트웨어계열,소프트웨어공학과,소프트웨어공학전공,소프트웨어미디어융합전공,소프트웨어융합공학과,소프트웨어융합전공,소프트웨어융합학과,소프트웨어융합학부,소프트웨어전공,소프트웨어학과,소프트웨어학부,소프트웨어학부 소프트웨어전공,소프트웨어학부(소프트웨어전공),소프트웨어학전공,시스템소프트웨어전공,인터넷소프트웨어학과,임베디드소프트웨어학과,전자공학부(임베디드시스템전공),컴퓨터・소프트웨어계열,컴퓨터・소프트웨어공학과,컴퓨터SW,컴퓨터공학부(소프트웨어전공),컴퓨터소프트웨어공학과,컴퓨터소프트웨어공학부,컴퓨터소프트웨어공학전공,컴퓨터소프트웨어학과,컴퓨터소프트웨어학부,컴퓨터소프트웨어학부(소프트웨어학전공),컴퓨터소프트웨어학전공,컴퓨터시뮬레이션학과,컴퓨터예술학부,컴퓨터정보공학부(컴퓨터소프트웨어전공)",290,소프트웨어공학과,304
자연계열,"글로벌블루수산융합전공,수산해양산업관광레저융합학과,스마트수산자원관리학과,식품・수산학부,식품과학・수산생명의학부,양식생명과학과,양식응용생명과학전공,자원생물학전공,해양수산공공인재학과",21014,수산학과,304
자연계열,"동물바이오헬스학과,동물보건복지학과,동물보건생명과학과,동물보건학과,동물의료관리학과,동물행동복지학전공,미래융합학부(반려동물복지학과),반려동물관리학과,반려동물보건학과,반려동물산업학부,반려동물전공,반려동물학부,반려동물학전공,반려동식물학과,수의예과,수의학과,애견미용ㆍ행동교정학과",296,수의학과,304
자연계열,"AI수리학과,금융수학과,금융정보공학과(이공대학),데이터계산과학전공,데이터응용수학전공,수리과학과,수리과학부,수리금융학과,수리데이터사이언스학과,수리빅데이터학과,수리빅데이터학부(수학・산업수학전공),수리정보과학과,수학・정보통계학부 수학전공,수학ㆍ정보통계학부,수학과,수학물리학부,수학물리학부(수학전공),수학전공,융합수리과학부,응용수리과학부,응용수학과,응용수학부,응용수학전공,정보보안암호수학과,정보수학과,컴퓨터수학과",298,수학과,304
교육계열,"수학교육과,수학교육과(심화전공)",299,수학교육과,304
교육계열,"수해양산업교육과,수해양산업교육과 기관공학전공,수해양산업교육과 냉동공학전공,수해양산업교육과 식품공학전공,수해양산업교육과 양식공학전공,수해양산업교육과 어업공학전공,수해양산업교육과 항해공학전공",10033,수해양산업교육과,304
인문계열,스토리텔링학과,10115,스토리텔링학과,304
인문계열,"서어서문학과,스페인・중남미학과,스페인・중남미학전공,스페인어・중남미학과,스페인어과,스페인어전공,스페인어중남미학과,스페인어학부,외국어자율전공학부 스페인어중남미전공,유럽언어문화학부(스페인어전공),중남미학부(스페인어전공)",303,스페인어학과,304
예체능계열,"건강스포츠전공,건강스포츠학과,건강스포츠학부,스포츠건강과학과,스포츠건강과학부,스포츠건강과학전공,스포츠건강관리학전공,스포츠건강재활학과,스포츠건강학과,스포츠건강학부,스포츠건강학전공,스포츠경영관리학전공,스포츠과학대학,스포츠과학부,스포츠과학부 피트니스재활전공,스포츠과학부(골프지도전공),스포츠과학부(생활체육학전공),스포츠과학전공,스포츠무용학부 스포츠건강관리전공,스포츠의학과,스포츠의학전공,스포츠재활학과,스포츠헬스케어학과,시니어스포츠학과,시니어스포츠학전공,시니어운동처방학과,시니어웰니스학부,실버스포츠복지학과,운동처방학과,운동처방학전공,웰빙체육학부,항노화헬스케어학과,헬스케어운동학과",306,스포츠건강관리학과,304
사회계열,"마케팅・경영학과,마케팅・리더십경영학부,마케팅・지속경영리더십전공,뷰티・패션산업마케팅전공,스포츠경영학과,스포츠마케팅전공,스포츠마케팅학과,스포츠마케팅학과(예체능),스포츠매니지먼트전공,스포츠비즈니스학과,스포츠산업학과,스포츠산업학부,스포츠산업학부(스포츠산업전공),스포츠산업학전공",304,스포츠마케팅학과,304
예체능계열,"겨루기전공,격기지도학과,경기지도학과,경기지도학전공,골프지도학과,레저스포츠지도학과,무도지도학전공,스포츠교육학과,스포츠지도ㆍ건강재활전공,스포츠지도전공,스포츠지도학과,스포츠지도학전공,스포츠청소년지도학과,스포츠코칭전공,스포츠학부 스포츠지도학전공,신체활동디자인학과,유도경기지도학과,융합스포츠지도학과,전문스포츠지도전공,체육학부 경기지도학전공,태권도경기지도학과,평생체육지도전공,품새전공",307,스포츠지도학과,304
예체능계열,"AI디자인학과,CG디자인전공,CG디자인학전공,VD_비주얼디자인,뉴미디어디자인학과,디자인비즈니스학과,디자인컨버전스학부,디자인테크놀로지학과,디자인학과(시각디자인전공),디자인학부 AR・VR미디어디자인전공,디자인학부 시각디자인전공,디자인학부 시각영상디자인전공,디자인학부 영상디자인전공,디자인학부(시각디자인전공),복지융합인재학부 유니버설비주얼디자인전공,비쥬얼디자인학전공,시각・영상디자인과,시각・영상디자인학과,시각&실내디자인학과,시각ㆍ영상디자인전공,시각광고디자인전공,시각디자인과,시각디자인융합학부,시각디자인융합학부(시각디자인전공),시각디자인전공,시각디자인학과,시각디자인학전공,시각멀티미디어디자인학과,시각미디어디자인전공,시각미디어디자인학과,시각영상디자인전공,시각영상디자인학과,시각융합디자인학과,시각정보디자인전공,시각정보디자인학과,시각조형디자인학과,시각커뮤니케이션디자인학과,영상디자인전공,영상디자인학과,영상디자인학전공,영상애니메이션전공,예체능학부 유니버설아트디자인전공,유니버설아트디자인학과,융・복합시각예술디자인학부,융합디자인학부",309,시각디자인학과,304
공학계열,"산업경영시스템공학과,시스템경영・안전공학부",310,시스템경영공학과,304
공학계열,"IT시스템공학과,건설시스템공학과,건설시스템공학부,건설시스템공학전공,냉동공조・에너지시스템공학전공,사회기반시스템공학부,스마트시스템공학과,스마트자동화시스템전공,융복합시스템공학부,융복합시스템공학부 플랜트시스템전공 ,융합학부 로봇및스마트시스템공학전공,인간・시스템디자인공학전공,인프라시스템공학과",311,시스템공학과,304
자연계열,"생명자원융합학과,생명자원학부,생명자원환경과학부,생물자원과학부,식량생명공학과,식량자원과학과,식의약자원개발학과,자원공학과",21016,식량자원학과,304
자연계열,"농업식물과학과,생물자원공학전공,식물생산과학부,식물의학전공,식물자원응용공학과,식물자원응용공학전공,식물자원응용과학전공,식물자원조경학부,식물자원학과,식물자원학과(야간),식물자원학전공,식물자원환경전공,식물자원환경화학부 식물자원학전공,웰빙자원학과,응용생명공학부 식물의학전공,응용식물학과,자원환경공학과,친환경식물학부,특용식물학과",450,식물자원학과,304
자연계열,"농화학식품공학과,바이오기능성식품학과,바이오식품공학과,바이오식품기계공학부,식물식품공학과,식품ㆍ제약공학부,식품가공학전공,식품공학과,식품공학부,식품공학부(식품공학전공),식품공학부식품생물공학전공,식품공학부식품소재공학전공,식품공학부식품응용공학전공,식품공학전공,식품공학전공/생명시스템학부,식품과학부,식품과학부(식품공학전공),식품생명·축산과학부 식품생명공학전공,식품생명공학과,식품생명공학전공,식품생명과학부,식품생명과학부(식품생명공학전공),식품생명학부,식품생명화학공학부,식품생물공학과,식품생물공학전공,해양식품공학과",314,식품공학과,304
자연계열,"Bakery&Beverage전공,K-Food조리전공,건강기능식품학과,건강식품과학전공,건강식품관리전공,농생명식품융합학과,농식품생명화학부,동물성식품소재학전공 트랙,동물식품응용과학과,미래융합학부(영양식품학과),바리스타・소믈리에학과,바이오식품산업전공,바이오식품산업학부,바이오식품소재학과,바이오식품영양학부,바이오식품외식산업학과,바이오식품학전공,바이오헬스융합학부,생활과학부 식품영양학전공,서양조리전공,서양조리학과,스마트푸드테크학과,식음료베이커리창업학과,식품·환경학부,식품가공학과,식품개발학과,식품공학부(식품영양전공),식품과학과,식품산업관리학과,식품산업학과,식품생명과학과,식품생명과학부(식품영양학전공),식품생명영양학과,식품영양・식품공학부,식품영양과학부,식품영양조리학부,식품영양학과,식품영양학부,식품영양학부(식품영양학전공),식품영양학전공,식품영양학전공 트랙,식품외식산업학과,식품유통공학과,식품응용시스템학부,식품제약학부 식품전공,식품조리학과,식품조리학부,식품조리학전공,식품학과,식품학전공,식품환경화공학부,약선전공,연계전공학부(웰빙조리창업전공),영양식품학과,영양조리과학과,와인사이언스학과,와인식음료학과,외식・조리학과,외식사업학과,외식의류학부 식품영양학전공,외식조리ㆍ관광서비스학과,외식조리영양학부,외식조리전공,외식조리제과제빵학부,외식조리창업전공,외식조리학과,외식조리학부 제과제빵ㆍ조리전공,외식조리학부 한식・조리과학전공,외식조리학전공,제과제빵학과,조기취업형계약학부 스마트푸드테크학과,푸드케어약선학과,푸드케어학과,푸드케어학부,한방식품조리영양학부,항공식품・물류학과,항공식품전공,해양바이오식품학과,해양바이오식품학과 해양식품융합전공,호텔디저트식음료전공,호텔외식조리베이커리학과,호텔외식조리전공,호텔외식조리학과,호텔외식조리학부,호텔조리베이커리학과,호텔조리전공,호텔조리학과,화장품식품개발학부 식품개발학전공",318,식품영양학과,304
자연계열,식품자원경제학과,21017,식품자원경제학과,304
사회계열,"AI크리에이터학과,미디어영상홍보학과,미디어콘텐츠융합자율학부,미래문화예술계열,사회언론정보학부 신문방송학전공,신문방송학과,신문방송학전공,언론ㆍ정보전공,언론미디어전공,언론영상전공,언론영상학부,언론영상학전공,언론정보전공,언론정보학과,언론정보학전공,인터넷방송전공,인터넷방송학과",322,신문방송학과,304
공학계열,"고분자·바이오소재전공,금속신소재공학전공,기계・신소재공학과(신소재공학트랙),나노소재공학부 신소재공학전공,나노소재공학부 에너지화공전공,나노재료공학전공,디스플레이신소재공학과,바이오섬유소재학과,바이오소재전공,반도체・에너지신소재공학부,반도체ㆍ신소재공학과,반도체신소재공학과,배터리융합공학과,부품소재공학과,산림바이오소재공학과,산림바이오소재공학전공,생물의소재공학과,세라믹신소재공학과,소재디자인공학과,스마트융합공학부 소재・부품융합전공,식물・환경신소재공학과,신소재・화공시스템공학부,신소재・화장품공학부,신소재·화공시스템공학부 신소재공학전공,신소재ㆍ생명화학공학부,신소재공학,신소재공학과,신소재공학부,신소재공학부 금속신소재공학전공,신소재공학부 전자재료공학전공,신소재공학부 정보소재공학전공,신소재공학전공,신소재금속공학과,신소재금속공학전공,신소재물리전공,신소재시스템공학전공,신소재에너지공학전공,신소재에너지시스템공학부(신소재에너지공학전공),신소재화학공학과,신소재화학공학부,신소재화학공학부 신소재공학과,신소재화학과,신소재화학과(자연),신소재화학전공,에너지 신소재ㆍ화학공학부(신소재공학전공),에너지소재공학과,에너지신소재공학과,에너지신소재공학전공,유기소재시스템공학과,융합소재공학과,융합소재공학부,융합신소재공학과,융합신소재공학전공,융합에너지공학과,융합에너지신소재공학과,응용신소재공학전공,재료융합공학부 신소재공학전공,재료화학공학과,전기전자소재공학전공,정보전자신소재공학과,종이소재과학전공,첨단소재공학과,첨단신소재공학과,첨단재료공학과,탄소나노신소재공학과,항공신소재전공,해양신소재융합공학과,화학신소재공학부,화학신소재공학전공,화학신소재학과,환경소재공학과",324,신소재공학과,304
인문계열,"글로벌미션신학부,복지신학과,신학,신학계열,신학과,신학과경배찬양학과,신학부,신학부 신학전공,신학부(신학전공),신학순결학과,신학전공",326,신학과,304
예체능계열,"가구디자인학과,가구리빙디자인학과,건축실내디자인전공,디자인학부 시각&실내디자인전공,디자인학부(실내환경디자인전공),라이프스타일디자인학부,라이프스타일디자인학부(실내디자인전공),리빙디자인학과,생활공간디자인학과,서피스ㆍ인테리어디자인학과,스페이스디자인전공,실내가구디자인학과,실내건축디자인전공,실내건축디자인학과,실내공간디자인학과,실내공간디자인학전공,실내디자인전공,실내디자인학과,실내환경디자인전공,실내환경디자인학과,의료공간디자인학과,인테리어디자인학과",10024,실내디자인학과,304
예체능계열,"K-POP학과,K-POP학부,PostModern음악학과,공연예술학부 실용음악전공,공연예술학부(실용음악전공),교회실용음악전공,교회실용음악학부,글로벌예술학부(실용음악전공),뉴뮤직과,문화예술학부 실용음악전공,생활음악과,실용음악공연학과,실용음악과,실용음악음향과,실용음악음향전공,실용음악전공,실용음악학과,실용음악학부,실용음악학부 보컬전공,실용음악학전공,실용콘텐츠창작학과,융합예술실용음악학과,음악학과 실용음악전공,음악학부 실용음악학전공,음악학부(기독교실용음악전공)",329,실용음악학과,304
인문계열,"군경소방상담전공,군상담심리학과,놀이심리재활전공,뇌·인지과학전공,뇌기반감정코칭학과,뇌인지과학과,다문화・심리상담학과,다문화ㆍ심리상담학부,명상심리상담학과,명상치료학과,범죄교정심리학전공,브레인트레이닝학과,사회복지・상담심리학부 상담심리학과,사회복지상담학부(상담심리전공),사회심리학과,산업심리학과,상담ㆍ산업심리학과,상담ㆍ임상심리학과,상담산업심리학과,상담심리전공,상담심리학과,상담심리학전공,상담학과,스마트통합치유학과,심리ㆍ아동학,심리ㆍ아동학부,심리상담학과,심리상담학부,심리운동ㆍ상담학과,심리운동치료학과,심리치료학부,심리학과,심리학부,심리학전공,아동보육상담학과,아동복지상담심리학부(상담심리학전공),아동상담심리학과,아동심리상담학과,예술심리치료전공,의료심리학과,임상심리전공,임상심리학과,재활상담심리학과,특수상담치료학과,특수심리치료학과,포교사회학상담학전공",330,심리학과,304
자연계열,"가정관리학과,가족주거학과,소비자·가족학과,소비자가족학과,소비자생활정보학과,소비자아동학과,소비자아동학부,소비자아동학부(소비자학전공),소비자아동학부(아동가족학전공),소비자아동학전공,소비자정보학전공,소비자학과,소비자학전공,아동・가족학과,아동가족학과,아동가족학전공,아동학부 아동가족학전공,청소년・가족전공",7,아동가족학과,304
사회계열,"가정아동복지학과,가족아동복지학과,기독교아동복지학과,사회과학부 아동학전공,사회복지・아동학부,사회복지보육전공,아동・가정복지학전공,아동・가족상담학과,아동・복지상담학과,아동・생활복지전공,아동・청소년교육상담학과,아동・청소년복지학과,아동ㆍ사회복지학과,아동가정복지학과,아동가족복지학과,아동가족복지학전공,아동가족상담학과,아동복지경영학과,아동복지상담심리학부(아동복지학전공),아동복지상담전공,아동복지상담학과,아동복지전공,아동복지학과,아동복지학과(아동복지학),아동복지학부,아동복지학전공,아동사회복지학부,아동심리교육전공,아동심리교육학과,아동심리학과,아동청소년상담스마트융합학과,유아특수재활학과",333,아동복지학과,304
사회계열,"아동・청소년학과,아동·보육전공,아동청소년학과,아동청소년학전공,아동학과,아동학과(인문사회),아동학부,아동학부 아동학전공,아동학전공,영유아발달치료융합전공,영유아보육학전공",334,아동학과,304
인문계열,,336,아프리카어과,304
공학계열,"건설스마트안전공학과,건설시스템안전공학과,건설안전공학과,방재안전공학전공,방재안전관리전공,방재안전토목학과,보건산업안전학 전공,보건안전공학과,보건안전학부,산업안전ㆍ주택관리학부,산업안전공학전공,산업안전소방학과,산업안전학과,설비소방학과,소방안전학과,소방안전학부,소방안전환경학과,소방재난관리학과,스마트안전공학부,스마트안전시스템학부,안전공학과,안전공학부,안전공학전공,안전관리학과,안전방재공학과,안전보건공학과,안전보건전공,안전보건학과,안전융합공학과,재난관리공학전공,재난방재과학전공,재난안전경영학과,재난안전소방학과,재난안전학과,재난안전학부",338,안전공학과,304
의약계열,"미래산업약학전공,산업제약학과,약학계열,약학계열(6년제),약학과,약학과(2+4년제),약학과(2+4학제),약학과(6년제),약학기본과정(2+4학제),약학대학,약학부,약학부(통합6년제),약학전공,약학전공(6년제),약학전공(통합6년제),의약공학과,제약학과,제약학과(2+4학제),제약학전공,제약학전공(6년제),제약학전공(통합6년제),혁신신약학과",341,약학부,304
사회계열,"미디어광고콘텐츠학과,언론광고학부,언론홍보영상학부,언론홍보학과,정치언론홍보학과,행정・언론학부",344,언론홍보학과,304
인문계열,"언어인지과학과,언어정보학과,언어학과",345,언어과학과,304
교육계열,"미래융합학부(언어재활심리학과),언어병리학전공,언어청각치료학과,언어청각학부,언어치료전공,언어치료청각학과,언어치료학과,언어치료학전공",346,언어치료학과,304
공학계열,"2차전지재료학과,글로벌신재생에너지학과,기후·에너지시스템공학전공,기후에너지시스템공학과,미래에너지공학과,미래에너지공학융합전공,미래에너지융합학과,바이오에너지공학과,바이오환경에너지학과,배터리공학과,배터리학과,생명화학공학부 화학에너지공학전공,수소시스템공학과,스마트배터리공학과,스마트배터리학과,스마트에너지ㆍ환경전공,스마트에너지시스템공학과,스마트에너지시스템학과,스마트에너지학과,신에너지・자원공학과,신재생에너지공학과,신재생에너지공학전공,신재생에너지반도체공학부,신재생에너지학과,신재생에너지학부,양자시스템공학과,양자원자력공학과,에너지 및 화학공학부,에너지・전기공학전공,에너지·광기술융합학부,에너지ICT공학부,에너지IT학과,에너지ㆍ전기공학과,에너지공학과,에너지공학부,에너지공학부 신재생에너지전공,에너지공학부 에너지변환전공,에너지공학전공,에너지관리학과,에너지기계공학과,에너지기계공학부,에너지리사이클링학과,에너지부품소재전공,에너지소재공학전공,에너지시스템공학과,에너지시스템공학부,에너지신산업학부,에너지응용화학전공,에너지자원·산업공학부,에너지자원공학과,에너지자원공학전공,에너지자원융합공학전공,에너지자원화학공학과,에너지전기공학부,에너지플랜트공학과,에너지학과,에너지화학공학과,에너지화학공학전공,에너지환경공학과,에너지환경공학전공,에너지환경융합전공,원자력·에너지시스템공학전공,원자력에너지산업학과,융합에너지시스템공학부,융합학부 수소 및 신재생에너지전공,이차전지공학과,인간환경융합공학부 에너지·자원공학과,자원에너지시스템공학과,전기ㆍ배터리공학과,전기ㆍ신소재공학부,전기에너지공학과,전기에너지공학전공,지구자원시스템공학과,첨단에너지공학과,청정융합에너지공학과,친환경에너지공학과,친환경에너지공학전공,태양광에너지공학과,토목/환경/자원ㆍ에너지공학부(자원ㆍ에너지공학전공),화공생명배터리공학부(배터리공학전공),환경・에너지공학부 미래에너지공학전공,환경에너지공간융합학과,환경에너지공학과,환경에너지공학전공,환경에너지학과",448,에너지자원공학과,304
교육계열,"역사교육과,역사교육전공",350,역사교육과,304
예체능계열,"Film and Visual Effects학과,K-컬처공연・기획학과,K-컬쳐엔터테인먼트학부,TV・영화학부,공연미디어학부,공연방송연기학과,공연엔터테인먼트학과,공연영상창작학부,공연영상창작학부(공간연출전공),공연영상창작학부(문예창작전공),공연영상창작학부(연극전공),공연영상창작학부(영화전공),공연영상학과,공연영상학부,공연영화학부,공연영화학부 뮤지컬전공,공연영화학부 연극전공,공연영화학부 영화전공,공연예술뮤지컬전공,공연예술뮤지컬학과,공연예술음악과,공연예술전공,공연예술콘텐츠학과,공연예술학부 모델전공,공연예술학부 방송연예전공,공연예술학부(공연예술전공),공연예술학부(뮤지컬전공),국제자유전공학부 영상연기&제작전공,글로벌예술학부(TV방송연예전공),매체연기학과,모델과,모델연기전공,모델연기학과,모델콘텐츠학과,무대기술전공,문화예술학부 뮤지컬전공,문화예술학부 연기예술전공,문화예술학부(공연예술전공),뮤지컬(방송연기)전공,뮤지컬ㆍ실용음악학과,뮤지컬엔터테인먼트과,뮤지컬콘서트학부(공연기획경영전공),뮤지컬콘서트학부(실용음악전공),뮤지컬학과,방송시각영상디자인학부,방송연예과,방송연예전공,방송연예학과,방송영상전공 트랙,방송영화학과,연극,연극무용학과,연극뮤지컬과,연극뮤지컬음악전공,연극뮤지컬전공,연극연기학과,연극영화과,연극영화연기전공,연극영화영상학부,연극영화전공,연극영화학과,연극영화학부,연극영화학전공,연극예술학과,연극전공,연극학과,연극학부,연기공연예술학과,연기과,연기예술,연기예술전공,연기예술학과,연기전공,연기학과,연출과,연출전공,영상시나리오과,영상예술학과(영상연기트랙),영화・뮤지컬학부 뮤지컬공연전공,영화・뮤지컬학부 영화전공,영화(Film&Video)전공,영화과,영화과(인문사회계열),영화방송학과,영화영상,영화영상학과,영화영상학과(연출, 스텝, 연기),영화예술,영화예술학과,영화전공,영화학과,예술대학,예술창작학부 영화예술전공,예술학부 연극전공,예술학부 영화영상전공,예술학부(뮤지컬공연전공),예술학부(영화전공)",352,연극영화학과,304
교육계열,"글로벌영어교육학과,시민영어교육학과,아동영어교육학과,영어교육과,영어교육과(심화전공)",365,영어교육과,304
인문계열,"EICC학과,G2융합학과,TESOL영어학전공,관광영어통역전공,관광영어통역학전공,교양영어교육부,글로벌언어문화학부(영어영문학전공),글로벌커뮤니케이션영어전공,글로벌커뮤니케이션학과(영미문화전공),글로벌학부(영어전공),글로벌해양인문학부(해양영어영문학전공),산업실무영어과,상담영어학부,선교영어학과,어린이영어교육학과,영문학과,영문학부,영문학부(미국문화전공),영문학부(영미어문전공),영미권통상통번역전공,영미문학.문화학과,영미문학번역전공,영미문화학,영미문화학과,영미어문전공,영미어문학과,영미어학부,영미언어문화전공,영미언어문화학과,영미인문학과,영미학전공,영어문화학과,영어문화학전공,영어산업학과,영어영문학,영어영문학과,영어영문학부,영어영문학부 영어문학전공,영어영문학부 영어영문학전공,영어영문학전공,영어영문학전공/국제학부,영어영미문화전공,영어영미지역학전공,외국어자율전공학부 영어전공,외국어학부(영어전공),응용영어콘텐츠학과,테슬(TESL)전공",366,영어영문학과,304
인문계열,"ELLT학과,TESOL·비즈니스영어학과,국제통상영어전공,국제학부(영어학전공),비즈니스영어학과,실무영어전공,실용영어학과,아동영어학과,영어·글로벌경영학과,영어과,영어영문학부 영어전공,영어전공,영어학과,영어학부,영어학부(영어전공),영어학전공,외국어학부 영어학전공,해양영어영문학과",367,영어학과,304
의약계열,"미술놀이치료학과,미술심리치료학과,미술치료학과,미술치료학과(자연),미술치료학전공,예술심리치료학과,예술치료전공,예술치료학과,음악치료학과",10045,예술치료학과,304
예체능계열,"K-Arts전공,K-컬쳐공연・기획학과,계당교양교육원(예체능),공연예술학과,공연예술학부,공연예술학부(예술대학),공연융합예술전공,교양학부(예체능계열),국제학부(예술),글로벌예술학부,모델학과,무대미술과,문화예술계열,문화예술체육대학,문화예술학부,방송・영상콘텐츠학부,방송사진예술학과,뷰티예술대학,스타일테크학과,실용예술학과,아트&스포츠학과,아트&이노베이션전공,엔터테인먼트예술학부,예술문화영상학과,예술문화학과,예술체육대학,예술체육학부(실용음악트랙,피아노트랙,관현악트랙),예술학과,예술학부,유튜브크리에이터전공,융합대학,융합예술학부,융합예술학부(아트앤디자인전공),융합학부(예술융합창작전공),전통연희학과,전통예술학부,창의융합교육원(예체능),탈메이지교양・융합대학(예체능계열),토털라이프스타일링,한국예술학과",369,예술학과,304
인문계열,"G2(영·중)융합학부,G2국제어학과,관광외국어학과,국제비즈니스어학부,국제어문학부,국제어학과,국제언어문화학과,국제언어문화학부,국제학과(영어・중국어),국제학부 일본학전공,국제한국어교육학과,그리스・불가리아학과,글로벌문화산업·MICE전공,글로벌비즈니스어학부,글로벌비즈니스커뮤니케이션학과,글로벌어문학부,글로벌어학부,글로벌언어문화콘텐츠학부,글로벌언어협력학과,글로벌외국어자율전공학부,글로벌커뮤니케이션학과,글로벌통번역학부,남아프리카어전공,동아프리카어전공,동양어문학전공,루마니아어과,브라질학과,서아프리카어전공,세르비아・크로아티아어과,스페인・중남미어문학과,스페인어통번역학과,스페인어학과,실용외국어학과,아랍어과,아프리카학부,어문계열,어문학부,외국어계열,외국어학,외국어학부,외국어학부 러시아어전공,외국어학부 스페인어중남미전공,외국어학부 영어전공,외국어학부 일본어전공,외국어학부 중국어문화전공,우크라이나어과,유럽학부(이탈리아어전공),유럽학부(포르투갈(브라질)어전공),유럽학부(프랑스어전공),이탈리아어통번역학과,항공관광외국어학부,항공외국어학과",10047,외국어학과,304
사회계열,"글로벌조리학부 글로벌외식창업전공,르꼬르동블루외식경영전공,메디푸드HMR산업학과,식음료외식산업학과,식품경제외식학과,식품산업외식학과,식품외식조리학부,외식경영전공,외식경영전공/호텔관광외식경영학부,외식경영학과,외식경영학전공/호텔관광외식경영학부,외식사업경영학과,외식산업경영학과,외식산업경영학전공,외식산업조리학과,외식산업학과,외식산업학부,외식서비스경영학전공,외식식품학과,외식조리경영학과,외식조리창업학과,외식조리학부 외식,조리경영전공,외식창업프랜차이즈학과,조리・서비스경영학과,조리&푸드디자인학과,조리산업학과,조리외식경영학과,조리외식경영학전공,호텔외식경영학과,호텔외식경영학부,호텔외식경영학전공,호텔외식관광프랜차이즈경영학과,호텔외식비즈니스학과,호텔외식산업학과,호텔외식산업학전공,호텔외식창업경영학과,호텔조리식당경영학과",376,외식산업학과,304
자연계열,"우주과학과,천문우주과학과",380,우주과학과,304
자연계열,"산림생태보호학과,산림융복합학전공,산림조경원예학과,산림조경학부 산림과학전공,생명자원학부 환경원예학전공,스마트그린케어학과,스마트원예과학과,스마트팜과학과,원예・생약융합학부,원예·농업자원경제학부,원예과학과,원예과학부,원예과학전공,원예산림학과,원예산림학부,원예산업학과,원예산업학부,원예생명공학과,원예생명공학전공,원예생명과학과,원예생명조경학과,원예육종학과,원예치료전공,원예학과,원예환경전공,응용생명공학부 원예과학전공,응용생명공학부 특용식물학전공,환경디자인원예학과,환경원예조경학부,환경원예학과",383,원예학과,304
공학계열,"원자력ㆍ에너지시스템공학과,원자력공학과,원자력공학과(계약학과),원자력및양자공학과,원자력방재학과,원자력융합공학과,원자력응용공학부,원자핵공학과",384,원자력공학과,304
