majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목,lClass,class_type
338,안전공학과,"평소 사람의 행동 특성을 관찰하는 데 재미를 느끼거나 각종 사고의 원인이나 예방 등의 활동에 관심을 가진 사람에게 유리합니다. 물리, 화학, 수학 등 자연과학 및 공학의 기초 지식과 인간의 행동을 이해하는 행동 심리학에 대한 지식, 원인과 결과를 생각해 볼 수 있는 논리적이 사고 능력이 필요합니다. ",경제 수준이 높아지고 사회가 발전할수록 안전에 대한 관심과 중요성이 강조됩니다. 최근 기후변화로 인한 자연재해의 증가와 산업 현장에서의 사고 등 안전 분야에 대한 관심이 커지고 있습니다. 타 공학 분야는 세분화된 전문 영역에 집중하는 반면 안전공학과는 여러 학문 분야 지식을 접하고 배운다는 특징이 있습니다,"수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
341,약학부,"약학과는 화학, 생물학, 물리학 등을 기초로 하는 학문이므로, 약제에 대한 실험이나 실습을 좋아하고 자연 과학 과목에 흥미가 있는 학생이면 좋습니다. 약학과는 꼼꼼하고 침착한 성격이 좋으며 다양한 약제로 실험을 해야 하므로 시각이나 후각 등 감각이 발달한 학생이어야 합니다.",약학은 국민 건강 회복과 유지에 큰 기여를 하고 있는 응용 과학의 한 분야로서 중요한 위치를 차지하고 있습니다. 전 국민 건강 보험 제도와 의약 분업에 따라 전문 약사에 대한 일자리가 늘어날 것으로 예상되기에 더욱 주목받고 있습니다.,"영어, 수학, 과학, 윤리","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학","생명과학Ⅱ, 화학Ⅱ, 융합과학",의약계열,이과계열
448,에너지자원공학과,"에너지의 생산원리, 전송과정,, 에너지 분야에 대한 관심이 있고, 특히 원자력이나 신재생 에너지에 흥미가 있는 학생들에게 유리합니다. 새로운 것을 발견하고 응용하는 것을 좋아하면 도움이 됩니다. 에너지공학을 공부하기 위해 화학, 수학, 물리 등의 과목을 잘할 수 있으면 유리합니다. 그리고 실험이 많은 분야이므로 차분하고 집중력이 높으면 도움이 됩니다.","최근 세계적으로 기후 변화와 지구 온난화로 인해 폭염이나 홍수 발생으로 많은 사람들이 어려움을 겪고 있습니다. 지구 온난화와 관련이 있는 온실가스 감축, 탄소배출량 감소정책을 통한 탄소배출권 확보 등 기존의 석유 및 화학 연료를 에너지원으로 하는 것이 아닌 태양열, 조력, 풍력 등 신재생 에너지 기술 개발이 국가 발전 및 성장에 매우 중요한 역할을 함에 따라 에너지공학과의 중요성도 계속 커지고 있습니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반",공학계열,이과계열
10045,예술치료학과,"음악이나 미술과 같은 예술 분야와 사회복지, 심리, 상담 등 다양한 분야에 관심이 있는 학생이면 좋습니다. 마음의 병을 가지고 있는 사람들을 대해야 하기 때문에 다른 사람의 마음을 잘 이해할 줄 알아야 하며, 심리학과 정신의학에 대한 기본 지식이 있어야 합니다.",현대 의학으로 치료할 수 없는 마음의 병에 시달리는 사람들과 재활 치료를 원하는 많은 사람들에게 쉽게 다가갈 수 있는 것은 예술 치료의 장점입니다. 예술치료의 효과가 알려지면서 예술치료사는 새로운 유망 직종으로 급부상하고 있습니다. ,"영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>교양교과 : 심리학",생명과학Ⅱ,의약계열,이과계열
380,우주과학과,"
평소 별자리나 인공위성, 우주선을 좋아하는 학생이라면 관심을 가져볼만 합니다. 아직 밝혀진 부분이 매우 적은 우주를 연구하는 학문인 만큼, 끈기를 지니고 포기하지 않는 탐구 정신이 필요합니다. 우주과학의 기초가 되는 수학, 물리 과목에 적성을 지니고 있으면 도움이 됩니다. 
",인류는 언제나 우주에 대한 호기심을 지니고 있고 현대의 과학기술이 점점 발전하면서 우주연구에 필요한 첨단 과학기술도 함께 발전되고 있기 때문에 관련 지식이 요구됨에 따라 더욱 주목받고 있습니다. ,"수학, 과학, 기술가정","수학교과 : 수학Ⅰ,Ⅱ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학일반",자연계열,이과계열
383,원예학과,"평소에 나무나 채소와 같은 식물을 기르는 것에 관심이 많거나 기초 과학 분야에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 자연과학이나 환경 및 농림 분야에 적성이 있으면 학과 공부에 도움이 됩니다. 생물, 화학, 화학, 물리와 같은 기초 과학 과목에 대한 소양이 있으면 유리합니다. ","최근 바이오 공학의 발전에 따라 산림ㆍ원예 분야에서도 이를 접목한 분야가 주목받고 있습니다. 차세대 친환경 에너지인 산림 바이오매스, 식물 조직 배양, 숲의 치유 기능 등 계속적인 학문적 발전이 이루어지고 있으며 대기오염 등으로 인해 원예에 대한 사람들에 관심도 많아지고 있습니다.  ","과학, 수학, 사회, 생활ㆍ교양","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 지구과학Ⅰ<br>수학ㆍ사회교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 미적분, 한국지리, 생활과 윤리<br>생활ㆍ교양교과 : 환경, 보건학, 논술, 철학, 정보, 진로와 직업","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 공학일반, 창의경영, 지식 재산 일반, 농업생명과학, 사회문제 탐구",자연계열,이과계열
384,원자력공학과,"원자력 분야에 대해 관심이 있거나 과학 이론과 원리에 대해 흥미를 가진 사람에게 유리합니다. 수학, 물리학, 화학 등 기초과목을 잘할 수 있어야 하며, 논리적이고 분석적인 사고능력, 창의력과 문제해결능력을 가지고 있는 사람에게 적합하다. ","원자력 공학기술을 활용한 원자력 발전은 국가 핵심 사업으로 지속적인 성장을 해왔으나 기존 원자력 발전소의 노후화, 새로운 발전소 건설의 최소화 등 국가 정책변화에 따라 관련 산업의 발전 여부도 영향을 받는 특성을 가지고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
392,유전공학과,"생명과 유전자가 지닌 정보를 탐색하고 연구하고자 하는 흥미를 지녀야 하며, 정교한 실험을 오랜 기간 인내심있게 수행할 수 있는 끈기가 있어야 합니다. 또한 생명 정보를 다루기 때문에 높은 수준의 윤리의식이 필요합니다.  ",우리나라는 고령화시대에 접어들었고 질병과 웰빙에 대한 수요가 그 어느 때보다도 높습니다. 유전공학은 바이오산업과 함께 계속적으로 발전해갈 미래 가치가 높은 대표적인 분야이며 해당 학과에 대한 관심과 인력 수요는 높아질 것으로 기대됩니다. ,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반",자연계열,이과계열
10014,응급구조학과,"봉사 및 희생정신을 통해 보람을 느끼며, 생물학이나 물리학 등 자연과학 과목에 흥미를 가지고 있는 학생이면 좋습니다. 긴급 상황에서 침착하게 대처하고 정확하게 판단할 수 있는 능력과 민첩하게 움직일 수 있는 능력이 필요합니다.","최근 각종 사고 발생이 많아지면서 응급의료의 수요가 급증하여 응급구조사의 역할이 더욱 중요해지고 있습니다. 최근에는 일반인에 대한 응급처치 교육을 제공해야 하는 일이 늘어나면서 현장에서 뛰는 응급구조뿐 아니라 응급처치 교육, 응급구조학 연구, 응급구조 행정관리 등 다양한 분야에 대한 탐색이 이루어지고 있습니다.","영어, 과학, 체육","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>체육교과 : 체육, 운동과 건강","생명과학Ⅱ, 스포츠 생활, 체육 탐구",의약계열,이과계열
10117,응용소프트웨어공학과,"컴퓨터, 게임, 스마트 워치, 각종 IT기술이 접목된 장치 등의 기능을 익히고 조작하는 것을 좋아하는 사람에게 유리합니다. 새로운 분야에 대한 호기심이 많고 다양한 기능을 가진 소프트웨어나 게임 등을 개발하는 일이므로 창의력과 논리력이 필요합니다.","클라우드 컴퓨팅, 인공지능, 블록체인, 사물인터넷, 무인자동차, 드론, 가상현실 및 증강현실, 등 IT와 관련된 정보기술은 빠른 속도로 끊임없이 발전하고 있습니다. 다양한 분야에서 응용소프트웨어의 비중이 계속 증가하고 있어 응용소프트웨어공학의 전망도 밝을 것으로 예상됩니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
404,의료정보공학과,"첨단기술이 이용되는 학문인만큼 컴퓨터나 전자 장비 등의 각종 기계나 장비에 대한 관심이 있고, 정교한 것을 만들고 실험하며 조작하는 것에 흥미가 있으며, 분석하고 측정하는 일을 좋아하는 사람이면 좋습니다. 의학 분야도 함께 공부해야 하므로 생물이나 화학을 잘 하는 학생에게 적합합니다.",의학 분야에 사용되는 첨단 의료기기 개발뿐 아니라 생체 및 인체 특성을 고려한 인공 재료 분야 개발도 의료정보공학에 포함됩니다. 다양한 기술의 발달과 생명연장의 시대에 발맞추어 의료정보공학에 대한 관심도 커지고 있습니다.,"영어, 수학, 과학, 기술가정","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ,, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 정보","화학Ⅱ, 생명과학Ⅱ, 지식 재산 일반",의약계열,이과계열
407,의류ㆍ의상학과,"친구들이 오늘은 어떤 색깔, 어떤 모양의 옷을 입고 왔는지에 대하여 관심이 많다면 이 학과에 관심을 가져 볼 만합니다. 새로운 것을 만들어 낼 수 있는 아이디어가 많고 미적 감각이 풍부한 사람들에게 유리합니다. 다시 말해서 상상력이 풍부하고 감성적이어야 합니다. 과제 수행시 기본적인 디자인 능력이 필요하기 때문에 손재주와 실기 능력이 뒷받침되면 도움이 됩니다.  ",현대사회에서는 많은 사람들이 옷을 통하여 나만의 개성을 나타내려고 하기 때문에 패션은 학문을 넘어 일상 속에서도 항상 많은 사람들에게 관심을 받는 분야입니다. ,"예술, 생활ㆍ교양, 사회, 과학, 영어","예술ㆍ과학교과 : 미술, 화학Ⅰ<br>생활ㆍ교양교과 : 기술가정, 심리학, 보건학, 철학, 인문학적 감성과 역사 이해, 정보<br>사회교과 : 사회문화, 경제, 생활과 윤리, 세계사, 동아시아사","미술 감상과 비평, 미술 창작, 사회문제 탐구, 여행지리, 고전과 윤리, 가정 과학, 화학Ⅱ, 융합과학, 생활과 과학, 진로영어",자연계열,이과계열
413,의예과,"인체의 구조와 특성에 관심이 있는 학생이면 좋습니다. 환자를 돌보는 일을 하게 될 것이므로 생명을 소중히 여길 줄 아는 마음과 타인을 위해 봉사할 수 있는 마음이 필요합니다. 의예과 공부를 위해서는 기본적인 과학 지식이 있어야 하고, 수술을 위해서는 정교한 동작을 할 줄 알아야 합니다. 응급상황이 발생했을 때 빠르게 상황을 판단할 줄 아는 능력과 정확하게 대처할 수 있는 능력이 필요합니다.",첨단 과학 기술의 발달로 인해 인간의 수명이 연장되면서 불치병을 고칠 수 있는 의료 기술에 대한 연구가 활발해지고 있습니다. 최근에는 새로운 의학 기술의 습득과 동시에 인간의 기본 권리 및 존엄성을 지킬 수 있는 의료 윤리에 대한 중요성도 강조되고 있습니다.,"영어, 수학, 과학, 윤리","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학","생명과학Ⅱ, 화학Ⅱ, 융합과학",의약계열,이과계열
414,의용공학과,"의료 및 보건 분야, 공학, 생물학 물리학 등 자연과학에 관심이 있는 학생에게 적합합니다. 기계나 장비 등을 다루거나 정교한 것을 만들고 실험하며 조작하는 능력을 가지고 있는 사람이면 좋습니다.","의용공학은 국민의 의료복지향상을 위해 의학과 공학의 전문기술이 복합된 첨단기술 집약형으로 부가가치가 매우 높은 분야입니다. 의용공학은 정보화 시대의 도래와 함께 개인의 행복, 복지, 건강을 추구하는 사람들의 욕구가 증대됨에 따라 더욱 주목 받고 있습니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ","화학Ⅱ, 생명과학Ⅱ",의약계열,이과계열
486,인터넷정보학과,"인터넷이나 컴퓨터를 다루기 좋아하고, 새로운 정보를 인터넷을 통해 검색하고 찾는 일을 좋아하는 사람에게 유리합니다. 인터넷기술은 기본적으로 각종 서버와 시스템에 대한 이해와 지식이 필요하고, 데이터 구조나 정보보호 등의 각종 구조와 절차를 이해할 수 있는 논리적인 사고능력도 필요합니다.","인터넷 정보학과에서는 인터넷 기본개념 및 원리 특성에 대한 기본이론 뿐만 아니라 인터넷 정보보안 및 정보 보호 기술과 방법에 대해서도 배우게 됩니다. 사물인터넷, 클라우드 시스템, 블록체인, 핀테크 등 정보 기술이 점차 발전하면서 정보보안의 중요성도 커지고 있습니다.","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
437,임산공학과,목재와 산림 자원을 활용하지만 그만큼 환경을 아끼는 마음도 필요할 것입니다. 공학에 기반한 전공이기 때문에 이학 및 공학 계열에 대한 흥미와 적성을 지니면 도움이 됩니다. 산림자원 및 목재의 생리를 이해하고 다루어야 하기 때문에 화학이나 물리 생물 등의 기초과학에 대한 소질이 필요합니다. ,"친환경 목재자원 이용, 재활용, 신물질, 신재생 에너지와 연관되어 있으며 목재를 가공해서 활용하는 것 자체에 방점이 있습니다.  ","과학, 수학, 사회, 생활ㆍ교양","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 지구과학Ⅰ<br>수학ㆍ사회교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 미적분, 한국지리, 생활과 윤리<br>생활ㆍ교양교과 : 환경, 보건학, 논술, 철학, 정보, 진로와 직업","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 공학일반, 창의경영, 지식 재산 일반, 농업생명과학, 사회문제 탐구",자연계열,이과계열
440,임상병리학과,"실험이나 실습을 좋아하고 화학이나 생물, 물리 등의 교과목에 흥미가 있는 사람이면 좋습니다. 다양한 임상 병리 기계 및 화학 약품 등을 사용하여 공부하기 때문에 분석적 사고력이 필요하고, 미세한 세포와 조직 등을 검사하고 분별할 수 있어야 하므로 관찰력이 좋아야 합니다.","임상병리학은 현대 의학의 발전과 더불어 빠른 속도로 발전하고 있습니다. 임상병리학과는 인체에서 발생하는 각종 질병의 원인, 치료 과정 등을 과학적으로 분석하여 치료 및 예방에 도움을 줄 수 있으므로 현대 의학에서 중요한 역할을 수행하고 있습니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>교양교과 : 심리학","화학Ⅱ, 생명과학Ⅱ",의약계열,이과계열
442,자동차공학과,"평소 자동차에 대한 관심을 가지고 있거나 자동차와 관련된 전기, 기계, 화학, 전자 등 다양한 분야에 호기심이 있으면 좋습니다. 
수학, 물리와 같은 과목을 잘하고, 자동차와 관련된 다양한 문제를 논리적으로 생각하는 논리력과 창의적으로 문제 해결방법을 찾을 수 있는 창의력이 필요합니다.","자동차산업은 기술 및 산업의 발전에 영향을 많이 받는 분야입니다. 최근에는 화석연료(석유, 가스)를 이용한 내연기관 자동차 이외에 전기 자동차, 수소 자동차, 자율주행 자동차(커넥티드 카), 플라잉 카 등 새로운 형태의 자동차가 개발되고 있습니다. 앞으로도 첨단 기술을 이용한 다양한 종류의 자동차가 지속적으로 개발될 것으로 예상되어 자동차공학 분야는 지속적인 수요가 있을 것으로 예상됩니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
10021,작업치료학과,"환자들의 상태에 따라 필요한 활동을 함께 결정하고 문제점을 파악하여야 하기 때문에 즐거운 마음으로 사람들을 도와주는 일에 관심이 있는 학생이면 좋습니다. 환자에 대한 이해와 순발력, 판단력을 가지고 있어야 하며, 대인관계를 원만하게 유지할 수 있는 능력이 필요합니다.","최근 산업재해, 교통사고, 노인인구 증가, 만성 성인질환의 급격한 증가로 인해 다양한 작업치료와 재활서비스를 필요로 하는 사람들이 점차 늘어가고 있습니다. 이에 전문적인 작업치료사에 대한 수요가 증가하여 작업치료학의 인지도가 점차 높아지고 있습니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 여엉 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>교양교과 : 심리학",생명과학Ⅱ,의약계열,이과계열
456,재료공학과,"각종 재료에 대한 관심과 화학, 물리, 수학 등의 기초 과학 과목에 관심이 많고 좋아하는 사람에게 유리합니다.
재료공학 분야는 각종 실험ㆍ 실습을하는 경우가 많으므로 꼼꼼한 성격을 가지거나 각종 사물에 대한 호기심과 분석 능력, 이를 다른 분야에 적용할 수 있는지에 대한 응용력과 창의력이 요구됩니다.","재료공학과는 재료에 대한 성질을 이해하여 다양한 분야에 활용되고 있습니다. 인공 장기나 인공 뼈등 인공 바이오 소재를 연구, 화학 에너지를 전기 에너지로 바로 전환시키는 연료전지, 항공기와 잠수함, 인공위성 안테나등에 사용되는 형상기억합금과 같은 새로운 소재를 만드는 데 활용합니다. 지금도 끊임 없이 새로운 재료들이 개발되고 있어 재료공학 분야에 대한 관심은 지속 될 것으로 보입니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반",공학계열,이과계열
458,재활학과,"사람들과 어울리기 좋아하고 친절하며 이해심이 많은 사람이면 좋습니다. 신체적 불편을 가진 사람들을 이해하고 배려해야 하므로 긍정적이고 밝은 성격을 소유한 학생이 적합하며, 정서적으로 다른 사람을 도와주고 싶어 하는 성향도 중요합니다.",신체적 불편을 가진 사람들의 복지에 대한 관심이 증가하고 있습니다. 이러한 사회적 분위기와 함께 재활학과에 대한 관심 역시 커지고 있습니다. 복지서비스가 전문화되면서 장애인의 재활을 전담하는 인력이 앞으로 늘어날 것으로 기대됩니다.,"영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 여엉 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>교양교과 : 심리학",생명과학Ⅱ,의약계열,이과계열
459,전기공학과,"전기공학 분야는 수학, 물리학 등 수식 계산을 좋아하는 사람에게 유리합니다. 평소 전기, 발전, 통신, IT와 같은 분야에 흥미가 있으면 좋습니다. 새로운 것에 호기심이 많거나, 복잡한 전기 시스템의 구조를 분석하고 이해하기 위해 논리적으로 생각하는 능력이 있으면 유리합니다.","전기공학과는 전기 에너지를 효율적으로 생산하고 전송하는 데 필요한 재료, 부품, 시스템에 관해서 배우는 곳입니다. 최근에는 신재생에너지 기반의 전력발전 기술과 소규모 지역에서 전력을 자급자족 할 수 있는 마이크로그리드, 전기를 소비하는 가정이나 회사와 전기를 생산하는 기업이 실시간으로 전력정보를 주고받는 스마트 그리드 기술개발 등 새로운 기술 개발이 이루어지고 있습니다.  ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
463,전기전자공학과,"전기전자공학 분야는 수학, 물리학 등 수식 계산을 좋아하고 컴퓨터 다루는 것을 좋아하는 사람에게 유리합니다. 평소 전기, 발전, 통신, IT, 컴퓨터와 같은 분야에 흥미가 있으면 좋습니다. 새로운 것에 호기심이 많거나, 복잡한 전기전자 시스템의 구조를 이해하고 만들기 위해 논리적으로 생각하는 능력이 있으면 유리합니다.","전기전자공학과에서는 전기 분야에 대한 이론과 전자 분야에 대한 이론을 종합적으로 배우고, 실습을 통해 관련된 기술을 익히는 과정으로 전기 및 전자 분야와 융합된 학과라 할 수 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
