majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목,lClass,class_type
465,전기제어공학과,"평소 전기나 전기제품의 작동원리나 기능에 관심이나 호기심이 많은 사람에게 유리합니다. 전기의 생산, 운반, 소비의 과정을 논리적으로 이해하고 효율적으로 전기를 다루고 공급하기 위한 방법을 찾기 위해 수학적 지식과 능력이 필요합니다.",최근에는 전기제어공학 분야도 4차산업 관련 기술 발전에 따른 영향을 받고 있습니다. 전력을 생산하고 공급하는 수준에서 벗어나 사용자의 전기 및 전자 제품 사용 패턴을 분석하여 가장 효율적으로 전기를 공급 할 수 있는 시간에 공급하거나 수요량을 미리 예측하는 제공하는 스마트 그리드 시스템이 개발되고 있습니다. ,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반",공학계열,이과계열
469,전자공학과,"평소 새로운 전자기기나 작동원리에 관심이 많고 컴퓨터를 좋아하는 학생들에게 유리합니다. 기본적으로 수학과 물리학과 같은 이공계 과목을 잘하거나, 복잡한 수식을 논리적으로 잘 이해하고 계산할 수 있는 능력이 필요합니다.",전자공학기술은 인간에게 기쁨과 즐거움을 주는 새로운 가치를 만들어 내는 분야입니다. 4차산업 혁명 시대로 진입하고 산업 전반이 빠른 속도로 발전함에 따라 전자공학은 폭넓은 분야에 활용되고 있으며 앞으로의 발전 가능성도 높은 분야입니다.,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
484,정밀화학과,"화학 및 기초과학에 대한 전반적인 흥미를 가진 사람에게 유리하며 꼼꼼하고 세심한 주의력을 가진 성격에게 잘 어울리는 학문입니다. 평소 자연 현상에 대해 호기심이 있고, 화학적 변화 원리에 관심이 있는 학생이라면 관심을 가져 볼 만합니다. 기초 과학 쪽에 적성이 있고, 특히 화학에 능력이 있다면 학과 공부에 도움이 됩니다. 문제에 대한 논리적인 분석력과 끈기 있는 자세를 갖추면 더욱 좋습니다. ","정밀화학 산업의 발전정도는 곧 그 나라의 화학에 대한 기술 정도를 평가함과 동시에 경제력과 직결지을 수 있다고 말할 수 있습니다. 정밀화학은 이렇듯 부가가치가 높고, 다용도의 특수 기능성을 가지며, 사회적 필요에 따라 기능성의 향상과 용도의 다양화에 부응하는 고도의 기술 집약적인 화학산업 분야입니다. ","과학, 수학, 교양, 영어","과학교과 : 화학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 지구과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>교양교과 : 논리학, 환경, 논술, 보건학","화학Ⅱ, 융합과학, 과학사, 생활과 과학, 수학 과제 탐구, 기하, 생명과학Ⅱ",자연계열,이과계열
488,정보보호학과,"평소 컴퓨터를 이용해 다양한 정보를 수집하고 정보 보안이나 정보보호, 해킹이나 크래킹, 바이러스 등 각종 보안 관련 문제에 관심이 있는 사람에게 유리합니다. 정보보안은 기본적으로 컴퓨터 프로그래밍에 대한 기초지식이나 다양한 보안 문제를 논리적이면서도 창의적으로 해결할 수 있는 유연한 사고 능력이 필요합니다.",정보보호학은 하나의 학과로 분리될 만큼 최근들어 중요성과 관심이 높아지는 학문입니다. 인터넷과 정보 기술이 급속도로 발전하고 새로운 형태의 스마트 제품들이 출시되고 있습니다. 새로운 제품과 정보기술이 등장 할때마다 정보보호 기술도 새롭게 출시되고 있습니다. 정보기술에 따라 깊은 관련이 있는 정보보호학은 앞으로도 지속적으로 중요성이 커질 것으로 보입니다.,"수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
490,정보통신공학과,"평소에 정보통신, IT 기기, 컴퓨터 소프트웨어, 각종 스마트 기기, 스마트워치 같은 웨어러블 기기 등의 작동에 흥미가 있다면 이 학과에 관심을 가져 볼만 합니다. 특히, 각종 통신 기기나 컴퓨터 조작에 능숙하면 학과 공부에 도움이 될수 있고 컴퓨터 프로그래밍에 대한 기초지식이나 프로그래밍을 할 수 있는 논리적인 사고능력이 필요합니다.","사람과 사물, 모든 것이 네트워크로 연결되는 사회로 변화하고 있습니다. 사물인터넷에서 지능형 도로시스템, 스마트도시 등 점점 빠르고 정확한 통신기술과 네트워크 기술이 요구되면서 정보통신공학의 중요성도 갈수록 높아지고 있습니다. 앞으로 이 분야에 대한 새로운 직업과 일자리도 늘어날 전망입니다.","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
494,제약공학과,"생명의 소중함을 알고, 생물, 화학, 물리, 수학 등의 기초자연과학에서부터 약학, 공학의 응용과학에 이르는 폭넓은 지식과 기술에 대한 흥미와 관심이 있으면 도움이 됩니다. 과학적 사고력과 오랜 시간 집중해서 연구할 수 있는 집중력, 관찰력, 책임감 등이 필요합니다.","참살이(well-being), 고령화 등으로 인해 제약ㆍ의약품 산업이 계속적으로 성장하고 있으며, 우리나라의 시장 규모도 세계 상위권 수준의 규모입니다. 첨단 산업 및 우리 생활에 미치는 파급 효과가 크고, 관련 전문ㆍ고급 인력의 양성도 계속적으로 요구되고 있는 상황입니다.  ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반",자연계열,이과계열
495,제어계측공학과,"로봇이나 자동화 기계, 전기, 전자 등 공학분야 전반에 대해 관심이 있고, 수학, 물리, 화학 등의 이공계 과목에 대한 흥미가 있는 사람에게 유리 합니다. 공학분야의 기술은 매우 빠른 속도로 변화하고 발전하므로 끊임없이 새로운 것을 공부할 수 있는 강한 탐구심과 끈기, 다양한 문제의 해결방법을 찾으려는 창의적인 능력이 요구됩니다. ","제어계측공학 분야는 생산설비의 자동화뿐 아니라 항공기, 우주발사체나 인공위성, 전기, 컴퓨터, 자동차, 각종 무기 등 다양한 분야에서 필요로 하는 학문입니다. 4차산업혁명 관련 기술이 발전하면서 점차 로봇 자동화 생산설비와 각종 자동화 장비와 시스템의 제어 공학분야는 점차 중요해지고 있으며, 제어계측분야는 고도의 기술이 필요한 분야로 앞으로의 전망도 밝을 것으로 예상됩니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반",공학계열,이과계열
498,제지공학과,"평소 종이를 재료로 하여 만들어진 각종 제품에 대해 관심이 많고 종이라는 재료 자체와 만드는 과정에 대해 좋아하고 관심을 가진 사람에게 유리합니다. 제지공학은 종이와 관련된 다양한 기술과 공학적 지식을 배우게 되는데 이를 위해 수학, 화학, 물리학 등 기초과학 과목을 잘하고 각종 실험ㆍ 실습을하는 경우가 많으므로 꼼꼼한 성격을 가진 사람이나 새로운 제지 재료를 만들기 위한 창의력과 응용력이 요구됩니다.","정보기술의 발전으로 인터넷 신문이나 전자책이 등장하면서 신문용지와 종이의 소비량은 줄었습니다. 그러나 고급 종이를 생산하여 수출하는 노력과 인터넷 쇼핑의 증가로 인해 택배 수요가 늘어나면서 택배 포장에 사용되는 판지류의 생산과 소비량은 오히려 증가하였고, 전체 제지산업은 꾸준한 성장을 이어오고 있습니다.  ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
503,조경학과,"평소 자연환경에 관심이 많고, 인공적으로 구성된 공원이나 식물, 나무 등을 좋아하는 경우 도움이 됩니다. 조경은 여러 분야의 사람들이 함께 일하는 경우가 많아 팀 활동을 위한 협동심이 필요합니다. 조경학과는 사회를 다양한 관점과 시각으로 볼 수 있는 안목과 최적의 조경환경을 만들기 위해 여러 문제를 논리적으로 분석할 수 있는 능력,과 원하는 조경환경을 만들 수 있는 예술적,?미적 감각과 표현능력이 필요합니다. 조경설계는 전문 컴퓨터 프로그램 배우는데 있어서 기본적인 컴퓨터 활용 능력이 필요합니다. ","조경학은 자연과학, 인문사회과학, 예술 분야가 융합된 종합 과학 예술이라 할 수 있습니다. 최근 사람들의 여가 시간이 늘어남에 따라 삶의 질을 높이는 쾌적한 환경을 갖추는 것이 중요해지고 있습니다. 정원이나 수목원 조성, 도시공원이나 생태공원 조성, 주거단지나 관광단지 조성, 도시공공디자인, 등 앞으로 조경학과의 역할이 점차 증대될 것으로 예상되고 있습니다.","과학, 사회, 교양, 수학, 미술","과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ<br>사회교과 : 사회문화, 한국지리, 생활과 윤리<br>교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해","생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행 지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학",공학계열,이과계열
504,조리과학과,음식에 대한 관심과 흥미가 높아야 합니다. 직접 조리를 하는 실기 능력이 요구되기 때문에 음식에 대한 감각과 손재주가 필요합니다. 국제적으로 인적 교류가 활발한 현대사회에서는 다양한 문화권의 문화가 전파되고 이에 대한 인력 수요도 많기 때문에 외국어 능력과 친화력을 갖추면 도움이 됩니다. ,"전통 음식 뿐 아니라 여러 문화권을 배경으로 한 다양한 음식에 대해 사람들의 관심이 높고, 외식 시장이 날로 커지고 있기 때문에 조리 관련 학과와 직종에 대한 관심도 함께 높아지고 있습니다. ","과학, 생활ㆍ교양, 사회","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ<br>생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용 경제<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학",자연계열,이과계열
505,조선공학과,"평소 선박에 대한 관심이 많고 배나 기계의 작동원리와 개념에 대해 호기심이 많은 사람에게 유리합니다. 
기계, 전기, IT분야 등 관련 분야의 기술자나 전문가와 협력하여 일을 하는 경우가 많으므로, 원만한 대인관계능력, 팀으로 일하는 능력, 의사소통능력이 필요합니다.","조선해양산업은 해상운송, 해양개발에 대한 기반산업으로서 기술집약적이며 다른 산업에 미치는 파급효과가 매운 큰 산업입니다. 최근까지 중국의 저가 선박 제조로 인해 조선 분야가 장기간 어려움을 겪었지만, 최첨단 기술이 요구되는 LNG선박의 대규모 계약이 추진되면서 조선 분야의 전망이 나아질 것으로 기대하고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, ",공학계열,이과계열
524,지구정보공학과,"화산, 지진, 화석과 같은 순수과학에 관심이 있거나 지구의 자원, 환경문제에 관심이 있는 학생이면 좋습니다.  학생들은 전국 곳곳에서 현장 조사를 해야 하므로 공간의 방향이나 위치를 잘 파악할 수 있어야 하고 수학을 잘할 수 있어야 합니다. ",지구정보공학과는 사람이 사는 땅과 공간을 탐구합니다. 지질 구조를 탐구할 뿐만 아니라 사람들이 공간에서 어떻게 살고 있는지도 분석해야 합니다. 지구ㆍ지리학과는 순수한 자연 현상뿐만 아니라 사람들의 역사에 대해서도 공부해야 한다는 점에서 자연과학과 인문과학을 통합적으로 공부한다는 특징을 지닙니다. ,"과학, 교양, 사회, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 생활과 윤리<br>교양교과 : 환경, 보건학, 논술","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제 탐구",자연계열,이과계열
525,지구해양과학과,"평소 자연환경, 기후변화, 환경오염, 해양, 과학 분야나 주제에 관심을 가진 사람에게 유리합니다.  
지구과학, 해양학, 생물학 등 자연과학 전반에 대한 지식을 가지고 있어야 하며, 바다 생명체 및 행동 특성에 대한 관심과 관찰력이 필요합니다.  ","지구해양과학과는 자연과학의 원리와 방법을 해양과학에 적용하여, 해양에서 일어나는 여러 현상들을 이해하기 위해 노력 합니다. 이러한 점에서 해양환경 및 해양자원 개발에 대해 주로 공부하는 해양공학과와 차별점을 두고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, ",공학계열,이과계열
523,지구환경과학과,"대기, 해양, 지질 등 우리가 살고 있는 지구라는 환경에 과학적인 관심과 호기심을 지닌 학생이라면 관심을 가져볼만 합니다. 실험이나 관찰을 진행하기 위한 꼼꼼함과 탐구심이 필요하며 자연 관련 과목에 적성을 지니면 도움이 됩니다. ",학문의 특성상 시공간적으로 다양한 규모와 특성을 가지는 여러 환경계를 다루는 것이 다른 자연과학과 비교되는 큰 특성중의 하나입니다. 지구환경과학 분야는 국내외적으로 21세기 과학기술에 있어 인류의 삶의 질 향상과 지속가능한 발전을 위한 핵심 주제로 부각되고 있습니다. ,"과학, 수학, 교양, 영어","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>교양교과 : 환경, 보건학, 논술","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제 탐구",자연계열,이과계열
529,지리학과,"지구의 다양한 지형과 지리에 대해 관심을 가지고 있으면 좋습니다. 실제로 지형이나 암석 관찰을 위해 탐방을 하는 경우가 많기 때문에 평소 여행이나 탐험을 좋아하는 학생이라면 관심을 가져볼만 합니다. 최근에는 지리정보시스템 분야의 응용도 많기 때문에 컴퓨터 활용, 수리적 능력이 있으면 도움이 됩니다. ","현대 지리학은 공간정보를 수집, 탐색, 관리, 분석하는 지리정보시스템, GIS(Geographical Information Science)는 정보기술의 발전에 따라 성장하여, 현대사회에 필수적인 핵심 IT기술로 자리잡고 있습니다. 자연과 인문, 그리고 정보과학을 포괄한다는 특수성을 지닙니다. ","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","여행지리, 사회문제 탐구",자연계열,이과계열
536,지적학과,지적은 토지에 대한 생성에서 소멸까지의 물리적 현황을 파악하고 법적 관리관계에 대한 사항을 등록하는 일을 포함하기 때문에 데이터를 다루고 확인하는 작업하는 일에 흥미를 지니고 있고 꼼꼼한 성격을 지닌 학생이라면 관심을 가져볼 만 합니다. 숫자와 법령을 잘 파악하고 숙지하는 역량이 있다면 도움이 될 수 있습니다. ,"최근 지적 분야에 대해 국가와 지방자치단체, 공공단체, 그리고 각 사회 분야의 수요가 늘어나는 추세입니다. 지적학을 토대로 측량, 탐사, 법률, 제도, 정책, 부동산 등에 대한 다양한 분야에서 적용된다는 특징을 지닙니다. ","과학, 사회, 교양, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리<br>교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구",자연계열,이과계열
537,지질학과,우리가 살고 있는 지구라는 환경에서 특히 지질 분야에 대해 과학적인 관심과 호기심을 지닌 학생이라면 관심을 가져볼만 합니다. 관찰과 조사를 진행하기 위한 꼼꼼함과 탐구심이 필요하며 자연 관련 과목에 적성을 지니면 도움이 됩니다. ,"근래에는 광물자원과 열에너지 자원의 탐사 및 개발, 신소재 개발, 균형 있는 국토개발 및 지구환경 보존 등 인류복지를 위한 실용적인 측면이 중시되고 있습니다. ","과학, 사회, 교양, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리<br>교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구",자연계열,이과계열
541,천문학과,"별의 움직임과 우주 세계에 깊은 호기심을 지닌 학생에게 적합합니다. 천문학과는 기본적으로 수학, 물리학, 지구과학 등의 기초 과학 과목을 잘해야 하고, 별을 세심하게 관찰할 수 있는 꼼꼼한 성격도 필요하며, 천문 계산을 위해 컴퓨터를 많이 사용하므로 소프트웨어 사용법, 수치 계산, 수치 적분, 프로그래밍 등의 능력도 필요합니다. ","천문학은 물리, 별, 은하, 행성, 우주 등을 다루는 학문이며 내용의 깊이와 범위가 방대하고 전문성이 높은 분야로 인식되는 편이며, 천문학과는 학교에 따라 천문우주, 물리천문, 우주과학 등의 명칭으로 개설되어 있습니다.   ","과학, 수학, 교양, 기술가정","과학교과 : 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>생활ㆍ교양교과 : 정보, 논술, 철학, 논리학, 교육학","지구과학Ⅱ, 물리학Ⅱ, 융합과학, 과학사, 수학 과제 탐구, 기하",자연계열,이과계열
557,축산학과,"평소에 동물을 기르는 것과 건강, 축산 식품에 대한 관심이 필요합니다. 생물이나 화학과 같은 기초과학 과목에 적성을 지니거나 또는 생물 실험에 대한 거부감이 없으면 이 학과 공부를 하는 데 도움이 됩니다. 농촌에서 일하게 되는 경우가 많음으로 농촌 환경에 대한 이해가 필요합니다.  ","축산업은 우리나라 전체 농산업 생산량의 상당 규모를 차지하며 관련 세부 산업(종자산업, 사료산업, 동물약품, 축산식품가공 등)의 성장이 기대되는 분야입니다. 건강에 관한 사람들의 관심이 높아지면서 육류의 질과 위생과 연관이 있는 축산학의 중요성도 높아지고 있습니다. ","과학, 윤리, 교양, 수학","과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 환경, 보건학, 철학, 생활과 창의성, 논술","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 사회문제 탐구",자연계열,이과계열
10054,치기공학과,"기구를 제작하거나 다루는 것에 흥미가 있으며, 환자들의 구강 건강에 대해 관심을 갖고 해결하고자 하는 봉사정신을 가진 학생이면 좋습니다. 관찰력이 좋고 손재주가 있으며 집중력과 지구력이 강한 학생에게 적합합니다.",오늘날 인구의 노령화와 경제 수준의 향상으로 양질의 의료에 대한 요구가 늘어나고 더불어 구강보건에 대한 관심이 높아지면서 치기공사의 역할이 중요해지고 있습니다. 최근 다양한 첨단 기술이 융합되면서 치기공학분야의 새로운 재료와 기기에 대한 산업의 발전이 기대됩니다.,"영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>교양교과 : 심리학","화학Ⅱ, 생명과학Ⅱ",의약계열,이과계열
10013,치위생학과,"인간과 자연을 사랑하는 마음과 생명과학에 흥미를 가지고 있으면 좋습니다. 좁은 구강 내를 주로 다루고, 치과 관련 기계나 도구를 사용하므로 손 기술이 정교하고 꼼꼼한 사람에게 적합합니다. 환자를 직접 대면하고, 의사와의 소통 또한 중요하므로 평소 대인관계능력이 뛰어난 사람이면 좋습니다.","고령화 사회의 문제로 치아건강에 대한 관심이 높아지면서 치위생학과는 유망한 학과로 주목받고 있습니다. 학교를 졸업한 후 치위생사로 치과에서 근무하는 경우가 많기 때문에, 치과위생사의 업무를 능숙하게 수행할 수 있는 기술적 역량뿐만 아니라 학문적 역량을 갖출 수 있도록 노력하는 자세가 필요합니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>교양교과 : 심리학",생명과학Ⅱ,의약계열,이과계열
564,치의예과,"인간의 치아 구조나 아름다운 턱선 및 구강 구조를 만드는 데에 관심이 있으면 좋습니다. 좁은 구강 내를 치료하는 업무를 주로 하기 때문에 꼼꼼한 성격이 필요하고 정교한 손놀림도 있어야 하며, 각종 치과 장비를 많이 사용하므로 기계를 잘 다룰 수 있는 학생에게 적합합니다.","최근 4차 산업혁명으로 인공지능과의 협업을 통한 치과 업무에 대한 다양한 연구가 이루어지고 있습니다. 각종 데이터를 기반으로 AI가 환자의 치아 문제를 포착할 수 있으며, 자동으로 교정이나 양악수술 등 시술 후의 모습을 시뮬레이션해볼 수 있습니다. 이를 활용한 개개인의 치아 특성과 생활습관을 고려한 맞춤형 치료에 대한 관심이 높아지고 있습니다.","영어, 수학, 과학, 윤리","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학","생명과학Ⅱ, 화학Ⅱ, 융합과학",의약계열,이과계열
